id;name;address;city;state;postal_code;latitude;longitude;created_by;last_modified_by
209;ATM Muamalat Indomaret Pasir Hayam Cianjur;Jl. Raya Pasir Hayam No. 54 Sayang Kec. CianjurKab. Cianjur, Jawa Barat 43285;;;;107.1440222;-6.8263833;System;System
210;Indofood CBP Sukses Makmur;Jl. Raya Caringin No.353 Padalarang Kab. Bandung Bar., Jawa Barat 40553 Indonesia;;;;107.5147925;-6.8123717;System;System
211;Wiwi Perkasa 1;Jl. Tridaya Barat No.2, Kec. Indramayu;;;;108.32802318;-6.3351995;System;System
212;Mitra Permax;Jl. Alternatif Cibubur, Cileungsi, Kota Bogor, Jawa Barat 16820;;;;106.9593831;-6.3979412;System;System
213;Wiwi Perkasa 2;DI. Panjaitan Street 44 Indramayu;;;;108.326670119;-6.333828;System;System
214;Pertamina Spbu 34-45313;Haurngombong, Pamulihan;;;;107.833212;-6.902959;System;System
215;Handayani Hotel;Jl. Kembar No. 204, Indramayu;;;;108.323993819;-6.3499996;System;System
216;PT. Setiajaya Mobilindo;Jl. Raya Pajajaran Bantarjati Bogor Utara - Kota Kota Bogor Jawa Barat;;;;106.8068061;-6.5690721;System;System
217;Hotel Bunga Indah;Jalan Raya Losarang, Kab. Indramayu;;;;107.98275219;-6.3123877;System;System
218;PT. Tripoint Abadi Semesta;Jl. Jenderal Ahmad Yani Blok A No.221-223, subang;;;;107.626065;-6.917134;System;System
219;Grand Trisula Hotel City Resort;Jalan DI Panjaitan 77 Indramayu;;;;108.288643718;-6.392602;System;System
220; Auto 2000 Bogor - Yasmin;Jl. Soleh Iskandar No.9 Yasmin, Jawa barat 16680;;;;106.7785437;-6.556538;System;System
221;ATM Muamalat Toserba Selamet;Jl. Siliwangi Kec. Cianjur Kab. Cianjur, Jawa Barat 43213;;;;107.1341141;-6.8326578;System;System
222;Rumah Kita;JL Jend. Sudirman, No. 110, Kec. Indramayu;;;;108.340980419;-6.3415506;System;System
223;Pertamina Spbu 34-45312;Marga Jaya-Tanjungsari, Sumedang;;;;107.813961;-6.907554;System;System
224;POLRES TABES BANDUNG;Jln. Merdeka No. 18-21 Kota Bandung;;;;107.6106454;-6.914127;System;System
225;Hotel Istana Bangun Jagad;Balongan, Indramayu Regency;;;;108.367785117;-6.3578064;System;System
226;SPBU 34.431.02;JL Raya Sukaraja, No. 89;;;;106.9421335;-6.914515;System;System
227;Polsekta Sukasari;Jl. Geger Kalong Hilir Bandung Barat , Bandung, Jawa Barat 40153;;;;107.5896791;-6.8697961;System;System
228;d'Nisa Guest House;JL. Tanjungpura, No. 22, Kec. Indramayu;;;;108.332053218;-6.3383448;System;System
229;Ampera Bengkel;Jl. Ampera 1, No. 10, Ciamis, 53261;;;;108.2105654;-7.3226378;System;System
230;Polsekta Sukajadi;JL Sukajadi, No. 141, Geberkalong, Sukasari Bandung 40153;;;;107.5967917;-6.8886639;System;System
231;Hotel Garuda;JL. Jend Ahmad Yani No. 1, Kec. Indramayu;;;;108.326395718;-6.3257231;System;System
232;Sumber Usaha;JL R.E. Martadinata, No. 111, Kec. Ciamis;;;;108.3517484;-7.3195655;System;System
233;ATM Muamalat Cabang Cianjur;Jl. Siti Jenab Kec. Cianjur Kab. Cianjur, Jawa Barat 43211;;;;107.1397454;-6.8220405;System;System
234;Flamingo Hotel;JL. By Pass Losarang, Santing, Indramayu;;;;108.151945718;-6.3911894;System;System
235;Indomaret SPBU Kibodas;Jl. Raya Ra. Kosasih cikole,Sukabumi 43113;;;;106.935123;-6.913989;System;System
236;ATM Muamalat RSUD Cianjur;Jl. Rumah Sakit No. 1 Bojong Herang RSUD Kabupaten Cianjur Cianjur,Jawa Barat 43215;;;;107.140197;-6.8108579;System;System
237;Aneka Baru Hotel;Jl. Siliwangi no.33, Jatibarang, Kec. Indramayu;;;;108.304764519;-6.4745623;System;System
238;ATM Muamalat SPBU Cimahpar;Jl. Raya Sukaraja Kec. Sukabumi, 43192;;;;106.961687;-6.918906;System;System
239;Hotel Indah Lestari;JL Raya Indramayu, No. 40, Indramayu;;;;108.339429519;-6.340007;System;System
240;ATM Bank BCA 043E-Alfamart N326 Ciputri;Jl. Ir. H. Djuanda Kec. Cianjur Kab. Cianjur, Jawa Barat 43216;;;;107.1183964;-6.812697;System;System
241;HJM Motor;JL Silinga, No. 29, Ciamis, 40132;;;;108.3534062;-7.3260466;System;System
242;Hotel Handayani;Jl. Kembar No. 204, Indramayu;;;;108.323849818;-6.3501047;System;System
243;Polsekta Astanaanyar;Jl Astana Anyar No 124 Panjunan Bandung;;;;107.6;-6.92767;System;System
244;ATM Danamon Sukabumi Spbu Ciaul;Jl. Ra Kosasih Kibodas, Ciaul Subangjaya, 43116;;;;106.947062;-6.92137;System;System
245;Hotel Multi Wisata;Jl Kembar 338 Indramayu;;;;108.323305819;-6.345054;System;System
246;Masjid AGUNG;Jl. Dewi Sartika, Pasar kebon kembang - Bogor Tengah;;;;106.791622;-6.593346;System;System
247;Rahayu Motor & Mobil;JL Stasiun, No. 52, Ciamis, 46211;;;;108.3550565;-7.3298438;System;System
248;Wisma Rini;JL. Jenderal Sudirman, No. 86, 45212, Kec. Indramayu;;;;108.333644618;-6.3345947;System;System
249;ATM BCA KCU Cianjur;Jl. HOS Cokroaminoto Kec. Cianjur Kab. Cianjur, Jawa Barat;;;;107.1436621;-6.8152519;System;System
250;ATM Bank BJB SPBU Ciaul Sukabumi;Jl. Ra Kosasih Ciaul, 43113;;;;106.936375;-6.922977;System;System
251;Sumber Mulia Hotel;Jl. Siliwangi No. 88, Jatibarang, Indramayu;;;;108.306483918;-6.4755559;System;System
252;AL ATTIKIAH;JL. Karadenan, RT. 04/04, Cibinong;;;;106.8057139;-6.5069646;System;System
253;Spbu Cikembang. PD;JL. Perintis Kemerdekaan, RT 03/03;;;;106.926293;-6.920719;System;System
254;Hotel Augusta Garut;Jl. Cipanas No.57, Cimanganten, Tarogong Kaler, Kab. Garut,;;;;107.886293517;-7.1849967;System;System
255;ATM Bank BCA 012Q-Dewi Sartika;Jl. Dewi Sartika Kec. Cianjur Kab. Cianjur, Jawa Barat 43213;;;;107.1416054;-6.8235139;System;System
256;Djaya Motor;JL Rumah Sakit Umum, No. 46B, Kec. Ciamis, 46213;;;;108.3589884;-7.3284242;System;System
257;Hotel Bukit Alamanda;Jl. Raya Samarang KM 5, Kampung Mekarluyu;;;;107.861950118;-7.2078532;System;System
258;AL FURQON;JL. Sindang Barang, RT. 2, RW. 9, Bogor Barat;;;;106.764529;-6.579818;System;System
259; Galeri Indosat;Jl. Raya Cimanuk, Garut;;;;107.8981339;-7.2087442;System;System
260;Kampung Sampireun Resort & Spa;Jl. Raya Samarang Kamojang, Kp. Sukakarya Desa Ciparay, Kec. Samarang,, Sukakarya, Samarang, Garut Regency;;;;107.816463419;-7.2021261;System;System
261;ATM Bank BCA 2611-CV Cisarua;Jl. Perintis Kemerdekaan Kec. Cianjur Kab. Cianjur, Jawa Barat;;;;107.1348438;-6.8161597;System;System
262;SPBU 34 - 0746;JL Komplek Asabri, No. 10;;;;106.922203;-6.92405;System;System
263;Tirtagangga Hotel;Jalan Raya Cipanas 130, Rancabango, Tarogong Kaler, Kab. Garut;;;;107.869836417;-7.176546;System;System
264;AL HIDAYAH;Jl. Jend A Yani Gg Masjid Rt 04/04 Tanah Sereal Bogor;;;;106.806;-6.57009;System;System
265;ATM BNI KLINIK RAMBAY SUKABUMI;Jl. Pendidikan Cibadak Sukabumi Cisaat Sukabumi 43152;;;;106.8971284;-6.9174152;System;System
266;favehotel Cimanuk Garut;Jalan Cimanuk No. 338, Sukagalih, Garut;;;;107.889561218;-7.2039615;System;System
267;Polsekta Cicendo;JL. Cicendo, No. 17 40154;;;;107.6039072;-6.9105378;System;System
268;Ejen Bengkel;JL Ciamis Tasikmalaya, Ciamis;;;;108.3472085;-7.327599;System;System
269;Sabda Alam Resort Hotel;Jalan Raya Cipanas No. 3, Tarogong Kaler, Rancabango, Garut;;;;107.875071718;-7.1811532;System;System
270;ATM Bank BCA 2706-Cianjur;Jl. HOS Cokroaminoto Kec. CianjurKab. Cianjur, Jawa Barat 43215;;;;107.1446242;-6.8161598;System;System
271;SPBU 34-43107;JL Otista, No. 215, Citamiang, 43143;;;;106.9326614;-6.9289008;System;System
272;Bintang Redannte;Jalan Raya Samarang No. 42, Langensari, Garut;;;;107.883569618;-7.1939948;System;System
273;AL-HIDAYAH;Komplek Kedung Badak Baru, Jl. Bhayangkara, Kel. Kedung Badak, Kec. Tanah Sareal;;;;106.813404;-6.553684;System;System
274;Kebun Mawar Situhapa Hotel;Jl Raya Kamojang km 5, Sukakarya, Samarang, Kab. Garut;;;;107.810873219;-7.1937336;System;System
275;ATM BNI ATM SUKARAJA;Jl. Pendidikan Cibadak Sukabumi Cisaat Sukabumi 43152;;;;106.8963325;-6.9102539;System;System
276;ATM CIMB NIAGA (Cianjur);Jl. HOS Cokroaminoto Kec. Cianjur Kab. Cianjur, Indonesia 43215;;;;107.1433609;-6.8144115;System;System
277;Kamojang Green Hotel & Resort;Jl. Raya Kamojang KM. 3, Samarang, Garut;;;;107.826942218;-7.2039786;System;System
278;Amelia Otomotif;JL Husein Kartasasmita, Banjar, Ciamis, 46311;;;;108.5249222;-7.3723942;System;System
279;ATM CIMB NIAGA (Hypermart Cianjur);Jl. KH. R. Abdullah Bin Nuh Kec. Cianjur Kab. Cianjur, Indonesia 43212;;;;107.1306112;-6.815038;System;System
280;ATM BNI INDOMART LEMBURSITU;JL Pelabuhan II Km 7 No 779 Kec. Sukabumi Jawa Barat 43169;;;;106.8932512;-6.9617226;System;System
281;dANAU DARIZA;Jl. Cipanas Raya No. 44/45, Ds. Langensari, Kec. Tarogong Kaler, Garut;;;;107.875587819;-7.1808374;System;System
282;ATM CIMB NIAGA (SPBU Juanda Cianjur);Jl. IR. H. Juanda Cianjur, Spbu 34.423.04 Cianjur Sub-District Indonesia 43216;;;;107.1273228;-6.8112242;System;System
283;SPBU Cirumput;JL Raya Sukabumi KM. 7;;;;106.988947;-6.902361;System;System
284;Smile Hotel;Jl. Pembangunan Raya No. F18-20, Cirebon;;;;108.54631118;-6.7247141;System;System
285;ATM CIMB NIAGA (Tiara Supermarket);Jalan Siti Jenab No. 8-9 Cianjur Jawa Barat 43211;;;;107.1414205;-6.8212061;System;System
286;Indosat Griya Garut;Jl. Pembangunanr, Garut Jawa Barat 44151 Indonesia;;;;107.8900126;-7.2135006;System;System
287;Amanah Hotel;JL. By Pass A Yani 55;;;;108.56628312;-6.7154253;System;System
288;ATM CIMB NIAGA Cianjur;Jalan HOS Cokroaminoto No. 82-84 Kecamatan Cianjur Cianjur Jawa Barat 43215;;;;107.1431156;-6.8145559;System;System
289;Aladdin Auto Station;JL Jenderal Sudirman, No. 221, Kec. Ciamis;;;;108.3333378;-7.3248093;System;System
290;Hotel Apita Express;Cirebon City, West Java;;;;108.550225918;-6.716463;System;System
291;AL-HIKMAH;Jl. Cimanggu Raya No. 36, No. 36, Rt. 003/01, Kecamatan Tanah Sareal;;;;106.783492;-6.572326;System;System
292;Bengkel mobil daihatsu;JL. Dr. Muwardi, No. 175, Kec. Cianjur;;;;107.1180745;-6.8161805;System;System
293;Hotel & Convention Zamrud;Jl. Dr. Wahidin Sudirohusodo No. 46-A, Cirebon;;;;108.550138819;-6.7084708;System;System
294;Polsekta Bandung Kulon;Jl. Komp Holis Permai VII No.7 Bandung Barat Bandung, Jawa Barat 40211;;;;107.568438;-6.935415;System;System
295;PT. Indofood CBP Sukse Makmur, Tbk. (Distrik Sukabumi);Jl. Pelabuhan II Kota Sukabumi, Jawa Barat Indonesia;;;;106.5257925;-6.9081229;System;System
296;Hotel Santun Cirebon;Jalan Pekalipan S./ Di;;;;108.562990419;-6.7256457;System;System
297;ATM Bank BJB Indomaret Pasir Hayam;Jl. Raya Pasir Hayam No.54 Kel.Sirnagalih Cilaku Sirnagalih Kec. Cianjur, Kab. Cianjur;;;;107.127846;-6.8555642;System;System
298;ATM BNI ATM PDAM SUKABUMI;Bhayangkara Cikole Kota Sukabumi 43114;;;;106.9322981;-6.9110635;System;System
299;Hotel Apita Express Cirebon;JL Cipto Mangunkusumo, No. 26, Kompleks Green Vile 2 - B CSB;;;;108.550544819;-6.7373179;System;System
300;AL-IKHLAS;Cilubang Nagrak Rw. 04 Kel. Situ Gede, Kec. Bogor Barat;;;;106.748525;-6.558971;System;System
301;Bengkel Mobil Mandiri;JL. Raya Cianjur, Kec. Cianjur;;;;107.1266576;-6.8131125;System;System
302;Amanah Benua Hotel;JL. By Pass Jenderal Ahmad Yani, No. 55;;;;108.5613619;-6.7410651;System;System
303;ATM Bank BJB Yogya Cianjur;Jl. Arif Rachman Hakim No.56A Solokpandan Kec. Cianjur Kab. Cianjur, Jawa Barat 43214;;;;107.1481586;-6.8176293;System;System
304;Indosat Griya Indramayu;Jl. Letjen Suprapto No. 16 Indramayu Sub-District West Java;;;;108.3152743;-6.3397887;System;System
305;Batiqa Hotel Cirebon;Jl. Dr. Cipto Mangunkusumo 99, Kesambi Cirebon;;;;108.549590819;-6.7293497;System;System
306;ATM Bank BJB PPPPTK Cianjur;Jl. Jangari Km 14 Pamoyanan Kec. Cianjur Kab. Cianjur, Jawa Barat 43202;;;;107.1303537;-6.8166573;System;System
307;ATM BNI ATM RS KARTIKA MEDIKA;Cikole Kota Sukabumi, Jawa Barat 43113;;;;106.9361229;-6.9229671;System;System
308;ATM Bank BJB CPDP ;Jl. Dr. Muwardi Kec. Cianjur Kab. Cianjur, Jawa Barat 43215;;;;107.1440369;-6.8119016;System;System
309;TW Hotel;Jl. K.H. Abdullah Bin Nuh, No. 8, Kec. Cianjur;;;;107.130757118;-6.8166453;System;System
310;Pertamina Spbu 34-0681;Marengmang Kalijati;;;;107.651128;-6.500801;System;System
311;ATM Bank BJB PDAM Cianjur;Jl. Siliwangi Kec.Cianjur Kab. Cianjur, Jawa Barat 43211;;;;107.1382433;-6.8226468;System;System
312;Bydiel Hotel;Jalan Ir. H. Djuanda No. 70A, Cianjur;;;;107.128680618;-6.8124306;System;System
313;Bengkel & Isi Ulang;Kampung Pasar, RT. 006/06, 43266, Kec. Cianjur, 43266;;;;107.1320932;-6.8168919;System;System
314;Mandiri ATM KK Cianjur Cokroaminoto;Jl. Cokroaminoto Solokpandan Kec. Cianjur Kab. Cianjur, Jawa Barat 43214;;;;107.1441027;-6.8183804;System;System
315;Hotel Cianjur;Jl. Raya Cipanas KM 81,3, Pacet, Kec. Cianjur;;;;107.042957518;-6.7356511;System;System
316;Indofood Sukses Makmur Bogasari Flour Mills PT Tbk;JL. AHmad Yani, No. 806 Sukamaju Cibeunying Kidul Kota Bandung 40121, Indonesia;;;;106.8259853;-6.2820906;System;System
317;Mandiri ATM Supermarket;Mandiri ATM Supermarket Selamat CianjurJl. Siliwangi Kec. Cianjur Kab. Cianjur, Jawa Barat 43213;;;;107.134459;-6.8332782;System;System
318;The Jhon's Cianjur Aquatic Resort;Jl. Desa Babakan Karet, Kp. Tangkil, Kawasan Hutan Kota Cianjur, Panembong, Cianjur;;;;107.130872317;-6.7974203;System;System
319;ATM BNI ATM INDOMARET BAROS;Jl. Raya Baros Baros Kota Sukabumi, Jawa Barat 43166;;;;106.9273092;-6.9616208;System;System
320;Polsekta Andir;Jl. Saritem 7 Kab. Bandung Bar., Jawa Barat 40181;;;;107.5992673;-6.9174673;System;System
321;Yasmin Resort & Conference Hotel;Jl. Jeprah Palasari No.69, Cianjur;;;;107.037646318;-6.7168019;System;System
322;ATM BNI ATM RS. ISLAM ASSYIFAH;Jend Sudirman 27 Kec. Sukabumi kota Sukabumi Jawa Barat 43123;;;;106.9169923;-6.9139839;System;System
323;Palace Hotel Cipanas;Jalan Raya Cipanas KM.81,2, Cipanas, Cianjur;;;;107.041812518;-6.7358478;System;System
324;Galeri Indosat Cirebon;Jl. Dokter Cipto Mangunkusumo Cirebon Kota Cirebon;;;;108.5494204;-6.7415044;System;System
325;Mandiri Unit Mikro Cianjur;Jl. Suroso,Kec. Cianjur Kab. Cianjur, Jawa Barat 43211;;;;107.1414513;-6.8189086;System;System
326;Hotel Leindel;Jl. Dr. Muwardi, no 165 c, Kec. Cianjur, Kab. Cianjur;;;;107.136083118;-6.8132329;System;System
327;ATM BNI GROSIR BERDIKARI CIBEUREUM;Nyomplong Warudoyong Kota Sukabumi, Jawa Barat;;;;106.9459559;-6.9216186;System;System
328;ATM Muamalat Ciamis Mall;A. Yani Kec. Ciamis Kab. Ciamis, Jawa Barat 4621;;;;108.3643128;-7.3269633;System;System
329;Setia Hotel;JL. Hancet, Pacet, Cianjur,;;;;107.047555417;-6.7483018;System;System
330;Pertamina Spbu 34-41213;Ciasem Baru Subang;;;;107.686647;-6.30559;System;System
331;ATM Bank BCA 079E-SPBU Cikoneng;Jl. Raya Margaluyu, Ciamis Margaluyu Cikoneng Kab. Ciamis;;;;108.2503888;-7.3052367;System;System
332;Sangga Buana Hotel & Bungalows;JL. Raya Cipanas, No. 4-6, Puncak, Cianjur;;;;107.048595618;-6.7446795;System;System
333;ATM Bank BCA 120Y-Alfamart Banjarsari;Jl. Raya Banjarsari Pangandaran RT 14/04 Kab. Ciamis, Jawa Barat 46396;;;;108.6144343;-7.4878008;System;System
334;Pondok Karya Putra Ban & Auto Service;JL Arif Rahman Hakim, No. 58 RT 002/11, Kec. Cianjur, 43214;;;;107.1489388;-6.8118763;System;System
335;Lembah Hijau Mountain Resort Hotel;Jalan Raya Puncak Ciloto, Kampung Parabon RT 03 / RW 03, Desa Ciloto, Kec. Cipanas, Cianjur;;;;107.010113917;-6.7184247;System;System
336;Polsekta Bacip;Jl Soekarno Hatta Gg Polisi No 24 Babakan Bandung;;;;107.5760335;-6.9329673;System;System
337;Segi Motor;JL. Amalia Rubini, Kec. Cianjur;;;;107.141328;-6.8263159;System;System
338;Hotel Bukit Indah;Jl. Raya Ciloto No. 116, Puncak, Cianjur;;;;106.997522919;-6.7118603;System;System
339;ATM Bank BJB KCP Kawali;Jl. Ds.Kawali Mukti Kawali Kec. Ciamis Kab. Ciamis, Jawa Barat 46253;;;;108.3898045;-7.1899738;System;System
340;ASAHI INDOFOOD;Jl.Pasawahan, Kec.Cicurug, Kab.Sukabumi, West Java. Indonesia;;;;107.3695647;-5.9622556;System;System
341;Hotel Delamar Palasari Indah;Jalan Raya Cimacan Km 85, Cipanas, Kec. Cianjur;;;;107.030922717;-6.7185214;System;System
342;ATM Bank BJB KCP Sindangkasih;Jl. Blok Pengkolan Sindangkasih Gunungcupu Kec. Ciamis, Kab. Ciamis, Jawa Barat 46268;;;;108.2642824;-7.2835938;System;System
343;Pertamina Spbu 34-41216;Kumpay Jalancagak;;;;107.734013;-6.671835;System;System
344;Barata Hotel;JL. Gadog Farmasi, Pacet, Cianjur;;;;107.048952318;-6.7393925;System;System
345;ATM Bank BJB KCP Banjarsari;Jl. Raya Tambaksari Kec. Ciamis Kab. Ciamis, Jawa Barat 46383;;;;108.5748555;-7.4985997;System;System
346;ATM Bank Internasional Indonesia;JL. Suryakencana, No.99, Cibadak Kec. Sukabumi 43131;;;;106.9297511;-6.9167875;System;System
347;Selamat Hotel;JL. Pangeran Hidayatullah, 43212, Sawah Gede, Kec. Cianjur, Kab. Cianjur,;;;;107.126335716;-6.8236436;System;System
348;ATM Bank BJB KK Pamarican;Jl. Raya Pamarican No.480 Rt01/Rw01 Pamarican nKec. Ciamis Kab. Ciamis, Jawa Barat 46382;;;;108.5202451;-7.4668639;System;System
349;BII ATM KC Sukabumi;Jl. Jend. Achmad Yani No. 20 Sukabumi West Java 43131;;;;106.9234346;-6.9203937;System;System
350;Hotel Prima Cianjur;JL Prof. Moh. Yamin No. 77 B, Sayang, Kec. Cianjur, Kab. Cianjur,;;;;107.143466416;-6.8220552;System;System
351;ATM Bank BJB RSUD Ciamis;Jl. Rumah Sakit Kec. Ciamis Kab. Ciamis, Jawa Barat 46211;;;;108.3620368;-7.3319521;System;System
352;Geleri Indosat;JL. Abdul Halim, No. 93 Kec. Majalengka;;;;108.2172985;-6.8360446;System;System
353;Hotel Indo Alam;JL. Raya Cipanas, Sindanglaya, Pamoyanan, Cipanas, Kab. Cianjur;;;;107.133765717;-6.8141131;System;System
354;ATM Bank BJB Yogya Ciamis;Jl. Perintis KemerdekaanKec. CiamisKab. Ciamis, Jawa Barat 46311;;;;108.3550217;-7.3281552;System;System
355;BII ATM GIANT Sukabumi;Jl. R.A.Kosasih Kec. Sukabumi Kota Sukabumi, Jawa Barat 43116;;;;106.9472324;-6.9211965;System;System
356;Aden Hotel;JL. Mangunsarkoro;;;;107.142058216;-6.8204422;System;System
357;ATM BRI ALFAMART CIPOROS;Jl. Raya Ciporos Karangpucung Rt. 01 Rw. 06 - Kel. Ciporos, Kec.Karangpucung, Kab.Cilacap;;;;108.7714421;-7.2987713;System;System
358;Duta Cendana Adi Mandiri;JL Siliwangi, No. 72, Kec. Cianjur;;;;107.1340017;-6.8343872;System;System
359;Tyara Plaza Hotel;JL. Jenderal Sudirman, No. 185, Kec. Ciamis;;;;108.336983618;-7.3262267;System;System
360;Polsekta Bojongloa Kidul;Jl. Peta No.104 Kab. Bandung Bar  Jawa Barat 40234;;;;107.5976937;-6.9372003;System;System
361;Indofood Sukses Makmur Cirebon;JL Doktor Cipto Mangunkusumo, 120-A, Kesambi, Cirebon, 45131;;;;107.5749256;-5.9487262;System;System
362;Green Hotel;JL. K.H. Ahmad Dahlan, No. 93, Kec. Ciamis;;;;108.350233618;-7.3324761;System;System
363;ATM BRI KC Ciamis;Jalan IR. Haji Juanda No. 166, Kab.Ciamis Jawa Barat 46211;;;;108.3527042;-7.3274422;System;System
364;ATM Bank BJB PDAM Bayangkara;Jl. Bhayangkara No.207 Gunung Puyuh Gn. Puyuh Kec. Sukabumi, Kota Sukabumi.;;;;106.918489;-6.9165649;System;System
365;The Priangan Hotel;Jl. Yos Sudarso No. 92, Kec. Ciamis;;;;108.359103918;-7.3254984;System;System
366;ATM Bank Syariah Mandiri.PT;BSM Kantor Cabang Pembantu (KCP) Ciamis, JL. Ir. H. Juanda, No. 191Kec. Ciamis;;;;108.3462991;-7.3279849;System;System
367;SPBU Batang;Sukamaju Sukasari,Subang;;;;107.750612;-6.3003766;System;System
368;Budi Family Hotel;Jl. Jend. A Yani No. 46, Ciamis;;;;108.361560318;-7.3263625;System;System
369;ATM CIMB NIAGA (SPBU Gunung Putri);Jl. Raya Gunung Putri Kab. Bogor Indonesia 16964;;;;106.9082633;-6.4492469;System;System
370;Mandiri;JL. Perintis Kemerdekaan, No. 70, Cianjur;;;;107.1405859;-6.8336979;System;System
371;Hotel Nukita;JL. Jenderal Sudirman No 172B, Kec. Ciamis;;;;108.337161118;-7.3268128;System;System
372;ATM CIMB NIAGA (Sawangan Parung);Jl. Raya Parung Bogor, Jawa Barat;;;;106.7119975;-6.425823;System;System
373;Galeri Indosat Purwakarta;Jl. Veteran No.173 Kec. Purwakarta Kab. Purwakarta, Jawa Barat;;;;107.4483518;-6.5233925;System;System
374;Bumi Nusantara Hotel & Resort;Jalan Pantai Barat, Pangandaran, Kab. Ciamis;;;;108.653348316;-7.642402;System;System
375;Polsekta Bojongloa Kaler;Jl. Numi Kopo Kencana Kab. Bandung Bar., Jawa Barat 40232;;;;107.593467;-6.9308098;System;System
376;ATM Bank BJB Sukabumi Indah Plaza;Jl. R. E. Martadinata Kec. Sukabumi Kota Sukabumi, Jawa Barat 43111;;;;106.9294376;-6.9202063;System;System
377;Nyiur Indah Beach Hotel;Jl. Pantai Barat Pananjung No. 46, Pangandaran;;;;108.656949318;-7.7023749;System;System
378;SPBU Ciasem Hilir;Ciasem Hilir,Subang;;;;107.706917;-6.312244;System;System
379;ATM Bank BJB Bogor Nirwana;ATM Center The Jungle, JL Bogor Nirwana Boulevard Bogor;;;;106.8029055;-6.615343;System;System
380;Nyiur Resort Hotel;Jalan Bulak Laut no. 55, Pangandaran;;;;108.652250217;-7.6927581;System;System
381;Suzuki Cinta Damai Putra Bahagia Kedawung;Jln. Ir. H. Juanda No. 33, Kedawung, Cirebon, Jawa Barat, Indonesia;;;;108.318262;-6.425866;System;System
382;The Arnawa Hotel;Jl. Bulak Laut No.12, Pangandaran;;;;108.653668517;-7.6936295;System;System
383;Polsek Pr. Panjang;Jl. Raya Moh. Toha Jawa Barat 16810;;;;106.888644;-6.563466;System;System
384;Bank BJB KCP Sukaraja;Jl. Sukaraja Rt 05 Rw 17 Sukaraja Kec. Sukabumi Sukabumi, Jawa Barat 43192;;;;106.9550466;-6.9087117;System;System
385;AL-JUMAN;Komp. Kehutanan, Bondongan Rt. 04/07, Kec. Bogor Selatan;;;;106.805302;-6.613156;System;System
386;Masjid Al MA'Mur;Kp.Kencana RT.01/RW02 Tanah Sareal Bogor 16161;;;;106.789;-6.53333;System;System
387;AL-MAGHFIRAH;JL. Mawar VI, Sindang Rasa Bogor Tim. 16145;;;;106.829005;-6.633634;System;System
388;Polsek Cibeunying Kaler;Jalan Cikutra Barat No.08 Cibeunying Kaler Bandung Jawa Barat 40191;;;;107.6343186;-6.8924105;System;System
389;ATM BRI Syariah KC Bogor Sudirman;Jl. Sudirman No. 29 dan 31 Pabaton Bogor Jawa Barat 16969;;;;106.7974688;-6.5860842;System;System
390;AL MAIDAH;Jl. Raya Semplak, Kec. Bogor Barat;;;;106.761;-6.55362;System;System
391;Al Mu'min Nuroyan;GG. RULITA Rt 01/ 05 Kel. Harjasari Kec. Bogor Selatan;;;;106.842912;-6.65373;System;System
392;Bank BRI ATM;Jl. Raya Sukahati Cibinong Bogor 16913;;;;106.8190268;-6.4776401;System;System
